Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
ExpSolar,00000,S1,NA,Chile,-22.1689,-69.4219,-4,1163
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2010,1,1,0,0,0.0,0.0,0.0,16.7,16.7,81.2,884.9,2.9,2.3,0
2010,1,1,1,0,0.0,0.0,0.0,16.1,16.1,77.0,885.0,1.9,22.3,0
2010,1,1,2,0,0.0,0.0,0.0,15.0,15.0,75.6,885.1,1.4,31.8,0
2010,1,1,3,0,0.0,0.0,0.0,14.7,14.7,74.7,885.1,0.3,38.9,0
2010,1,1,4,0,0.0,0.0,0.0,13.6,13.6,76.6,885.1,1.1,43.2,0
2010,1,1,5,0,0.0,0.0,0.0,12.7,12.7,81.1,885.1,1.4,47.3,0
2010,1,1,6,0,0.0,0.0,0.0,11.5,11.5,79.3,885.1,1.0,213.1,0
2010,1,1,7,0,187.0,711.7,32.5,12.7,12.7,59.6,885.1,0.4,220.3,0
2010,1,1,8,0,433.5,900.9,42.0,17.1,17.1,42.9,884.8,1.4,232.9,0
2010,1,1,9,0,669.5,984.0,47.1,20.6,20.6,32.1,884.5,1.4,249.7,0
2010,1,1,10,0,870.6,1028.6,50.4,23.2,23.2,26.3,884.0,1.9,269.9,0
2010,1,1,11,0,1019.3,1053.2,52.5,25.3,25.3,26.0,883.3,2.9,290.1,0
2010,1,1,12,0,1103.9,1065.0,53.7,27.3,27.3,18.1,881.8,1.9,316.3,0
2010,1,1,13,0,1117.3,1066.5,53.9,29.2,29.2,16.5,881.1,2.1,317.8,0
2010,1,1,14,0,1058.8,1058.3,53.2,31.0,31.0,15.6,880.4,4.6,319.4,0
2010,1,1,15,0,932.9,1038.6,51.5,32.3,32.3,14.6,880.1,3.0,322.6,0
2010,1,1,16,0,749.5,1002.1,48.8,33.2,33.2,14.4,879.7,3.5,325.2,0
2010,1,1,17,0,524.1,936.2,44.5,33.5,33.5,15.1,879.5,4.1,327.2,0
2010,1,1,18,0,278.0,801.1,37.2,32.0,32.0,22.5,879.7,7.1,312.9,0
2010,1,1,19,0,49.5,391.0,18.9,28.3,28.3,25.5,880.5,6.1,339.4,0
2010,1,1,20,0,0.0,0.0,0.0,22.8,22.8,31.7,881.4,3.2,14.4,0
2010,1,1,21,0,0.0,0.0,0.0,23.2,23.2,39.2,881.8,1.8,20.8,0
2010,1,1,22,0,0.0,0.0,0.0,20.4,20.4,49.0,882.1,1.3,13.9,0
2010,1,1,23,0,0.0,0.0,0.0,19.5,19.5,60.5,882.2,1.5,358.6,0
2010,1,2,0,0,0.0,0.0,0.0,16.9,16.9,78.1,882.7,1.4,359.3,0
2010,1,2,1,0,0.0,0.0,0.0,15.5,15.5,74.2,882.6,1.5,10.2,0
2010,1,2,2,0,0.0,0.0,0.0,15.0,15.0,73.0,882.5,1.6,10.8,0
2010,1,2,3,0,0.0,0.0,0.0,13.3,13.3,72.8,882.8,1.5,7.7,0
2010,1,2,4,0,0.0,0.0,0.0,13.0,13.0,75.4,883.1,1.8,333.3,0
2010,1,2,5,0,0.0,0.0,0.0,14.4,14.4,80.6,883.3,0.7,262.1,0
2010,1,2,6,0,0.0,0.0,0.0,12.0,12.0,75.5,882.5,1.3,220.2,0
2010,1,2,7,0,182.9,699.7,32.5,13.9,13.9,54.5,882.5,0.8,223.1,0
2010,1,2,8,0,428.1,892.0,42.1,17.3,17.3,36.6,882.3,1.8,234.0,0
2010,1,2,9,0,663.3,976.6,47.2,21.7,21.7,24.4,881.9,2.7,250.3,0
2010,1,2,10,0,863.8,1021.7,50.4,24.6,24.6,17.3,881.3,2.9,270.6,0
2010,1,2,11,0,1012.3,1046.5,52.5,27.0,27.0,15.6,880.6,2.8,291.2,0
2010,1,2,12,0,1096.8,1058.4,53.5,29.1,29.1,16.3,880.3,2.4,305.4,0
2010,1,2,13,0,1110.6,1059.9,53.7,31.1,31.1,14.2,879.5,3.2,309.5,0
2010,1,2,14,0,1052.8,1051.7,53.0,32.4,32.4,12.8,878.8,2.3,313.3,0
2010,1,2,15,0,927.8,1031.7,51.3,33.4,33.4,11.6,878.3,3.2,319.2,0
2010,1,2,16,0,745.6,995.1,48.6,34.1,34.1,11.4,877.9,3.6,324.3,0
2010,1,2,17,0,521.5,929.1,44.3,33.3,33.3,11.9,877.5,5.9,328.5,0
2010,1,2,18,0,276.7,794.1,37.1,32.1,32.1,16.7,878.2,8.8,323.6,0
2010,1,2,19,0,49.6,385.7,19.0,28.4,28.4,19.9,879.1,3.8,345.2,0
2010,1,2,20,0,0.0,0.0,0.0,25.0,25.0,26.4,880.0,2.2,11.0,0
2010,1,2,21,0,0.0,0.0,0.0,23.4,23.4,34.0,880.7,1.7,20.2,0
2010,1,2,22,0,0.0,0.0,0.0,21.8,21.8,43.9,881.4,0.9,16.1,0
2010,1,2,23,0,0.0,0.0,0.0,18.9,18.9,55.5,881.9,2.0,1.1,0
2010,1,3,0,0,0.0,0.0,0.0,16.9,16.9,75.4,882.6,1.3,355.3,0
2010,1,3,1,0,0.0,0.0,0.0,15.4,15.4,69.7,882.8,0.7,5.9,0
2010,1,3,2,0,0.0,0.0,0.0,15.0,15.0,66.8,883.0,0.6,8.8,0
2010,1,3,3,0,0.0,0.0,0.0,14.3,14.3,64.7,883.2,2.3,11.4,0
2010,1,3,4,0,0.0,0.0,0.0,13.8,13.8,65.5,883.2,1.9,8.2,0
2010,1,3,5,0,0.0,0.0,0.0,14.1,14.1,68.9,883.2,0.7,354.8,0
2010,1,3,6,0,0.0,0.0,0.0,12.9,12.9,72.6,882.6,0.5,210.7,0
2010,1,3,7,0,178.1,685.8,32.3,14.1,14.1,53.6,882.7,0.5,214.8,0
2010,1,3,8,0,421.3,881.0,41.9,18.9,18.9,37.8,882.5,2.4,221.8,0
2010,1,3,9,0,655.1,966.4,47.0,23.5,23.5,27.6,882.3,4.9,234.4,0
2010,1,3,10,0,854.6,1011.8,50.2,25.8,25.8,22.4,881.9,4.5,252.7,0
2010,1,3,11,0,800.7,424.8,411.3,28.1,28.1,22.7,881.3,3.2,275.7,0
2010,1,3,12,0,1087.1,1049.0,53.3,30.2,30.2,20.2,880.3,3.5,315.1,0
2010,1,3,13,0,1102.1,1051.4,53.5,31.6,31.6,18.7,879.6,2.8,314.9,0
2010,1,3,14,0,1045.8,1043.8,52.8,33.4,33.4,17.8,878.8,4.0,314.8,0
2010,1,3,15,0,672.2,347.4,376.8,34.5,34.5,16.6,878.6,4.7,319.3,0
2010,1,3,16,0,398.5,169.3,279.8,34.0,34.0,16.2,878.4,7.4,323.5,0
2010,1,3,17,0,269.9,98.4,219.2,33.1,33.1,16.7,878.2,6.8,327.1,0
2010,1,3,18,0,135.1,13.8,130.9,32.2,32.2,23.8,878.7,7.8,329.2,0
2010,1,3,19,0,50.1,385.2,19.1,29.2,29.2,27.2,879.6,3.7,352.7,0
2010,1,3,20,0,0.0,0.0,0.0,25.4,25.4,33.8,880.5,2.6,19.6,0
2010,1,3,21,0,0.0,0.0,0.0,23.7,23.7,40.2,881.0,2.8,27.3,0
2010,1,3,22,0,0.0,0.0,0.0,22.3,22.3,48.9,881.4,0.4,21.5,0
2010,1,3,23,0,0.0,0.0,0.0,19.2,19.2,59.3,881.7,0.8,5.3,0
2010,1,4,0,0,0.0,0.0,0.0,17.8,17.8,83.4,882.5,1.1,305.3,0
2010,1,4,1,0,0.0,0.0,0.0,16.4,16.4,76.5,882.5,1.2,347.8,0
2010,1,4,2,0,0.0,0.0,0.0,15.4,15.4,72.3,882.6,1.4,5.6,0
2010,1,4,3,0,0.0,0.0,0.0,14.7,14.7,71.7,882.8,1.2,3.9,0
2010,1,4,4,0,0.0,0.0,0.0,15.3,15.3,74.0,882.9,0.4,345.4,0
2010,1,4,5,0,0.0,0.0,0.0,13.1,13.1,78.8,882.9,1.9,296.8,0
2010,1,4,6,0,0.0,0.0,0.0,12.7,12.7,73.8,882.4,1.9,204.7,0
2010,1,4,7,0,177.1,689.7,32.0,14.7,14.7,55.2,882.6,0.7,213.5,0
2010,1,4,8,0,421.7,886.9,41.5,19.2,19.2,39.7,882.5,2.6,226.1,0
2010,1,4,9,0,657.3,973.1,46.6,22.2,22.2,29.1,882.2,1.4,243.6,0
2010,1,4,10,0,858.8,1019.3,49.8,24.9,24.9,23.4,881.8,1.4,266.5,0
2010,1,4,11,0,1008.6,1045.0,51.7,27.4,27.4,23.2,881.3,1.3,290.2,0
2010,1,4,12,0,1094.8,1057.7,52.8,29.8,29.8,20.3,880.3,0.9,300.6,0
2010,1,4,13,0,1110.3,1059.8,53.2,31.3,31.3,18.4,879.7,0.9,300.3,0
2010,1,4,14,0,1053.9,1051.9,52.7,33.2,33.2,17.1,879.1,1.3,299.8,0
2010,1,4,15,0,930.2,1032.5,51.3,34.2,34.2,16.1,878.9,1.7,309.4,0
2010,1,4,16,0,748.9,996.5,48.8,35.1,35.1,16.0,878.8,3.5,317.3,0
2010,1,4,17,0,332.1,152.4,253.5,33.7,33.7,16.7,878.8,6.2,323.6,0
2010,1,4,18,0,150.2,23.2,143.2,32.0,32.0,13.6,879.2,9.6,356.3,0
2010,1,4,19,0,20.9,97.0,13.0,28.8,28.8,17.8,880.4,8.1,23.6,0
2010,1,4,20,0,0.0,0.0,0.0,25.6,25.6,25.1,881.6,5.4,47.4,0
2010,1,4,21,0,0.0,0.0,0.0,23.8,23.8,32.4,882.0,2.2,50.5,0
2010,1,4,22,0,0.0,0.0,0.0,21.4,21.4,42.0,882.3,2.3,47.2,0
2010,1,4,23,0,0.0,0.0,0.0,18.8,18.8,53.3,882.5,1.8,37.9,0
2010,1,5,0,0,0.0,0.0,0.0,17.0,17.0,74.3,883.2,1.5,11.0,0
2010,1,5,1,0,0.0,0.0,0.0,15.9,15.9,68.5,883.2,0.7,20.9,0
2010,1,5,2,0,0.0,0.0,0.0,15.4,15.4,65.5,883.2,0.3,24.5,0
2010,1,5,3,0,0.0,0.0,0.0,14.6,14.6,64.5,883.2,1.6,28.7,0
2010,1,5,4,0,0.0,0.0,0.0,14.5,14.5,66.4,883.2,2.1,30.8,0
2010,1,5,5,0,0.0,0.0,0.0,13.4,13.4,70.8,883.2,0.9,30.7,0
2010,1,5,6,0,0.0,0.0,0.0,12.5,12.5,78.9,883.3,0.8,180.1,0
2010,1,5,7,0,174.7,679.2,33.2,13.7,13.7,59.8,883.3,0.9,203.1,0
2010,1,5,8,0,420.3,882.4,43.9,16.8,16.8,43.8,883.0,1.8,223.1,0
2010,1,5,9,0,443.5,223.1,303.8,20.4,20.4,33.1,883.0,2.0,252.3,0
2010,1,5,10,0,573.5,283.7,348.7,23.3,23.3,27.3,882.7,2.1,284.7,0
2010,1,5,11,0,828.9,444.0,422.7,25.9,25.9,27.0,882.3,1.6,308.9,0
2010,1,5,12,0,1098.6,1056.6,58.0,28.4,28.4,18.3,881.4,2.1,312.5,0
2010,1,5,13,0,659.0,289.5,370.1,30.8,30.8,16.2,880.9,1.7,308.9,0
2010,1,5,14,0,550.3,225.8,335.2,32.5,32.5,14.9,880.4,2.6,304.8,0
2010,1,5,15,0,454.4,179.8,301.3,33.6,33.6,13.6,880.1,1.1,321.7,0
2010,1,5,16,0,753.9,997.7,51.8,34.4,34.4,13.1,879.8,3.5,333.2,0
2010,1,5,17,0,529.1,932.3,47.0,33.6,33.6,13.4,879.6,7.6,341.2,0
2010,1,5,18,0,282.5,797.8,39.0,32.0,32.0,17.3,880.2,7.1,338.4,0
2010,1,5,19,0,52.6,394.7,20.1,29.7,29.7,20.9,881.3,7.4,13.4,0
2010,1,5,20,0,0.0,0.0,0.0,25.8,25.8,27.7,882.4,4.4,45.4,0
2010,1,5,21,0,0.0,0.0,0.0,23.7,23.7,34.6,883.0,5.8,45.8,0
2010,1,5,22,0,0.0,0.0,0.0,22.4,22.4,43.8,883.4,2.1,35.7,0
2010,1,5,23,0,0.0,0.0,0.0,19.1,19.1,54.6,883.6,1.2,12.3,0
2010,1,6,0,0,0.0,0.0,0.0,17.3,17.3,68.1,884.3,0.6,33.7,0
2010,1,6,1,0,0.0,0.0,0.0,17.4,17.4,60.8,884.4,2.6,37.0,0
2010,1,6,2,0,0.0,0.0,0.0,16.6,16.6,56.3,884.4,3.8,37.9,0
2010,1,6,3,0,0.0,0.0,0.0,15.9,15.9,57.5,884.6,3.2,37.9,0
2010,1,6,4,0,0.0,0.0,0.0,14.0,14.0,61.6,884.6,2.2,35.7,0
2010,1,6,5,0,0.0,0.0,0.0,13.2,13.2,68.4,884.6,1.0,29.1,0
2010,1,6,6,0,0.0,0.0,0.0,12.2,12.2,76.7,884.5,0.9,40.8,0
2010,1,6,7,0,176.0,696.2,32.7,13.8,13.8,58.7,884.6,0.6,11.4,0
2010,1,6,8,0,244.6,89.5,206.6,17.5,17.5,43.8,884.4,1.6,339.9,0
2010,1,6,9,0,665.2,988.3,48.4,20.2,20.2,31.9,884.0,1.6,327.4,0
2010,1,6,10,0,870.9,1035.3,51.8,23.1,23.1,24.9,883.4,1.7,328.7,0
2010,1,6,11,0,1024.4,1061.7,53.9,26.0,26.0,23.4,882.6,2.0,333.6,0
2010,1,6,12,0,1113.2,1074.9,54.9,28.1,28.1,12.7,880.9,3.2,293.6,0
2010,1,6,13,0,1128.8,1076.1,55.0,30.3,30.3,11.3,879.9,1.5,280.9,0
2010,1,6,14,0,1071.5,1067.6,54.2,32.1,32.1,10.7,878.9,4.7,266.8,0
2010,1,6,15,0,946.0,1047.7,52.5,32.7,32.7,10.3,879.0,4.9,281.5,0
2010,1,6,16,0,536.0,283.4,336.3,33.9,33.9,10.7,879.1,2.9,294.9,0
2010,1,6,17,0,325.1,145.6,249.6,32.7,32.7,12.1,879.2,6.7,305.8,0
2010,1,6,18,0,155.6,27.0,147.3,31.9,31.9,13.8,879.8,7.0,334.2,0
2010,1,6,19,0,22.1,90.0,14.6,28.0,28.0,18.1,881.1,9.4,9.8,0
2010,1,6,20,0,0.0,0.0,0.0,24.9,24.9,25.6,882.4,5.1,59.3,0
2010,1,6,21,0,0.0,0.0,0.0,23.0,23.0,33.5,883.0,6.2,60.9,0
2010,1,6,22,0,0.0,0.0,0.0,21.5,21.5,43.7,883.4,5.5,52.9,0
2010,1,6,23,0,0.0,0.0,0.0,20.1,20.1,55.6,883.7,1.1,30.4,0
2010,1,7,0,0,0.0,0.0,0.0,18.3,18.3,62.5,884.0,1.4,16.5,0
2010,1,7,1,0,0.0,0.0,0.0,17.2,17.2,57.7,884.0,3.1,20.5,0
2010,1,7,2,0,0.0,0.0,0.0,16.5,16.5,55.7,884.0,3.5,21.9,0
2010,1,7,3,0,0.0,0.0,0.0,14.3,14.3,56.3,884.0,1.5,21.8,0
2010,1,7,4,0,0.0,0.0,0.0,12.8,12.8,59.7,884.0,2.0,18.8,0
2010,1,7,5,0,0.0,0.0,0.0,13.7,13.7,65.8,883.9,1.9,10.6,0
2010,1,7,6,0,0.0,0.0,0.0,13.3,13.3,74.4,883.6,1.8,105.8,0
2010,1,7,7,0,74.1,0.0,74.1,14.3,14.3,53.7,883.2,1.0,198.8,0
2010,1,7,8,0,215.8,65.9,188.0,18.1,18.1,36.2,882.7,2.0,219.5,0
2010,1,7,9,0,393.6,182.7,279.8,22.4,22.4,26.1,882.5,2.5,253.2,0
2010,1,7,10,0,594.0,304.6,353.4,24.9,24.9,20.9,882.1,1.8,289.5,0
2010,1,7,11,0,1003.3,1041.7,51.9,27.4,27.4,21.2,881.6,2.9,313.5,0
2010,1,7,12,0,1089.6,1053.3,52.9,29.8,29.8,17.2,880.7,3.3,304.1,0
2010,1,7,13,0,1106.8,1055.9,53.1,31.5,31.5,15.7,880.1,1.8,306.6,0
2010,1,7,14,0,786.6,400.0,405.2,33.6,33.6,14.9,879.4,3.3,309.0,0
2010,1,7,15,0,662.1,338.5,373.1,34.5,34.5,14.1,879.0,3.6,315.8,0
2010,1,7,16,0,468.5,225.5,309.4,33.7,33.7,14.2,878.7,6.6,321.7,0
2010,1,7,17,0,301.0,124.3,236.5,33.0,33.0,15.1,878.4,6.3,326.8,0
2010,1,7,18,0,138.5,16.0,133.6,31.7,31.7,16.8,879.6,7.5,306.1,0
2010,1,7,19,0,53.5,403.8,19.7,28.4,28.4,21.0,880.5,7.7,333.4,0
2010,1,7,20,0,0.0,0.0,0.0,25.2,25.2,28.4,881.3,6.8,36.1,0
2010,1,7,21,0,0.0,0.0,0.0,23.3,23.3,35.9,881.9,5.0,47.1,0
2010,1,7,22,0,0.0,0.0,0.0,21.8,21.8,45.7,882.4,3.1,37.8,0
2010,1,7,23,0,0.0,0.0,0.0,20.2,20.2,57.2,882.8,1.4,8.6,0
2010,1,8,0,0,0.0,0.0,0.0,18.1,18.1,69.2,883.2,1.1,5.9,0
2010,1,8,1,0,0.0,0.0,0.0,17.0,17.0,62.4,883.4,0.6,16.5,0
2010,1,8,2,0,0.0,0.0,0.0,16.5,16.5,58.4,883.5,1.9,21.4,0
2010,1,8,3,0,0.0,0.0,0.0,16.1,16.1,60.0,883.5,2.1,19.9,0
2010,1,8,4,0,0.0,0.0,0.0,15.3,15.3,64.4,883.4,1.9,13.3,0
2010,1,8,5,0,0.0,0.0,0.0,14.4,14.4,71.5,883.3,0.6,353.4,0
2010,1,8,6,0,0.0,0.0,0.0,13.5,13.5,78.0,883.3,2.1,191.9,0
2010,1,8,7,0,168.4,681.4,31.3,15.0,15.0,59.2,883.2,0.2,217.8,0
2010,1,8,8,0,414.1,886.9,41.1,17.5,17.5,43.5,882.9,1.5,240.0,0
2010,1,8,9,0,651.7,975.2,46.2,21.2,21.2,32.3,882.8,1.7,270.6,0
2010,1,8,10,0,855.6,1022.3,49.4,24.4,24.4,26.0,882.5,1.6,299.2,0
2010,1,8,11,0,1008.0,1048.3,51.3,27.2,27.2,25.2,882.0,2.2,318.3,0
2010,1,8,12,0,1096.5,1061.2,52.4,29.8,29.8,20.1,880.3,2.2,300.6,0
2010,1,8,13,0,1114.1,1063.5,52.7,31.9,31.9,17.9,879.6,3.3,305.8,0
2010,1,8,14,0,1059.5,1056.1,52.2,33.4,33.4,16.3,878.8,2.7,310.6,0
2010,1,8,15,0,937.0,1037.2,50.7,34.6,34.6,15.1,878.6,1.9,318.0,0
2010,1,8,16,0,756.2,1002.0,48.3,35.8,35.8,14.8,878.4,1.6,324.0,0
2010,1,8,17,0,532.1,938.0,44.3,34.3,34.3,15.3,878.2,7.9,328.9,0
2010,1,8,18,0,285.8,806.8,37.3,33.0,33.0,15.9,879.2,9.4,320.4,0
2010,1,8,19,0,54.7,411.1,19.9,30.2,30.2,18.9,879.9,4.7,347.2,0
2010,1,8,20,0,0.0,0.0,0.0,26.7,26.7,25.1,880.7,2.1,19.1,0
2010,1,8,21,0,0.0,0.0,0.0,23.4,23.4,31.6,881.3,0.7,24.0,0
2010,1,8,22,0,0.0,0.0,0.0,21.4,21.4,40.4,881.8,2.8,12.5,0
2010,1,8,23,0,0.0,0.0,0.0,19.0,19.0,50.8,882.2,1.6,347.6,0
2010,1,9,0,0,0.0,0.0,0.0,17.9,17.9,68.7,882.8,0.6,25.9,0
2010,1,9,1,0,0.0,0.0,0.0,17.1,17.1,62.4,882.9,2.1,31.7,0
2010,1,9,2,0,0.0,0.0,0.0,16.4,16.4,59.0,883.0,2.4,34.1,0
2010,1,9,3,0,0.0,0.0,0.0,15.8,15.8,59.8,883.3,2.5,34.8,0
2010,1,9,4,0,0.0,0.0,0.0,14.8,14.8,63.5,883.6,3.4,33.4,0
2010,1,9,5,0,0.0,0.0,0.0,13.7,13.7,69.8,883.8,2.0,26.8,0
2010,1,9,6,0,0.0,0.0,0.0,12.3,12.3,73.4,883.4,1.8,197.2,0
2010,1,9,7,0,166.3,675.8,31.9,13.5,13.5,55.3,883.6,0.4,213.0,0
2010,1,9,8,0,412.9,885.4,42.4,17.4,17.4,40.4,883.7,1.4,231.7,0
2010,1,9,9,0,651.9,975.1,48.0,20.7,20.7,29.1,883.2,1.6,256.9,0
2010,1,9,10,0,857.1,1022.8,51.7,23.5,23.5,22.7,882.5,1.8,285.0,0
2010,1,9,11,0,1010.4,1049.0,54.0,26.3,26.3,21.8,881.7,2.2,307.5,0
2010,1,9,12,0,1099.7,1061.8,55.3,29.0,29.0,21.0,880.9,5.0,316.9,0
2010,1,9,13,0,1118.3,1064.8,55.5,31.0,31.0,19.2,880.1,1.2,317.5,0
2010,1,9,14,0,752.3,372.1,397.2,32.8,32.8,18.0,879.1,2.5,318.3,0
2010,1,9,15,0,640.2,319.2,367.2,34.4,34.4,16.3,878.8,1.0,321.2,0
2010,1,9,16,0,449.6,208.4,302.2,33.6,33.6,15.5,878.5,7.2,323.9,0
2010,1,9,17,0,331.4,150.2,253.1,32.9,32.9,15.5,878.3,7.2,326.1,0
2010,1,9,18,0,288.3,809.9,38.2,32.0,32.0,20.1,878.6,7.2,311.0,0
2010,1,9,19,0,55.6,414.3,20.3,29.7,29.7,23.6,879.4,8.4,334.6,0
2010,1,9,20,0,0.0,0.0,0.0,26.2,26.2,30.3,880.3,5.8,11.8,0
2010,1,9,21,0,0.0,0.0,0.0,23.6,23.6,37.2,881.0,2.6,23.8,0
2010,1,9,22,0,0.0,0.0,0.0,21.5,21.5,46.4,881.6,1.8,15.8,0
2010,1,9,23,0,0.0,0.0,0.0,19.2,19.2,57.3,882.0,1.1,356.6,0
2010,1,10,0,0,0.0,0.0,0.0,18.1,18.1,72.5,882.6,2.0,26.7,0
2010,1,10,1,0,0.0,0.0,0.0,17.5,17.5,66.0,882.7,3.3,30.4,0
2010,1,10,2,0,0.0,0.0,0.0,16.6,16.6,62.3,882.8,3.7,31.9,0
2010,1,10,3,0,0.0,0.0,0.0,15.8,15.8,62.3,883.0,3.9,32.0,0
2010,1,10,4,0,0.0,0.0,0.0,14.5,14.5,65.2,883.2,2.2,30.4,0
2010,1,10,5,0,0.0,0.0,0.0,12.9,12.9,70.6,883.3,1.5,25.4,0
2010,1,10,6,0,0.0,0.0,0.0,11.9,11.9,81.3,883.4,0.8,206.0,0
2010,1,10,7,0,166.8,688.7,31.5,13.4,13.4,63.9,883.5,0.7,222.5,0
2010,1,10,8,0,416.3,899.6,41.7,16.4,16.4,49.6,883.4,1.5,243.9,0
2010,1,10,9,0,657.9,989.2,47.0,19.6,19.6,38.3,883.1,1.4,272.7,0
2010,1,10,10,0,865.4,1036.9,50.2,22.1,22.1,32.0,882.6,1.9,299.8,0
2010,1,10,11,0,1020.8,1063.3,52.2,25.0,25.0,31.1,882.0,2.4,318.3,0
2010,1,10,12,0,813.1,409.5,410.4,27.3,27.3,20.6,880.6,2.5,288.4,0
2010,1,10,13,0,870.0,446.5,424.3,29.3,29.3,18.3,879.9,2.8,279.5,0
2010,1,10,14,0,1075.2,1070.7,53.0,31.2,31.2,16.8,879.1,1.8,269.4,0
2010,1,10,15,0,951.6,1051.7,51.5,32.7,32.7,15.7,878.9,1.2,287.4,0
2010,1,10,16,0,768.8,1016.5,48.9,33.7,33.7,15.6,878.7,1.4,303.5,0
2010,1,10,17,0,542.0,952.7,44.7,34.0,34.0,16.3,878.6,3.2,316.0,0
2010,1,10,18,0,292.3,822.4,37.7,32.1,32.1,21.1,879.0,6.5,334.8,0
2010,1,10,19,0,57.0,427.7,20.3,29.5,29.5,25.3,880.2,7.1,5.2,0
2010,1,10,20,0,0.0,0.0,0.0,26.4,26.4,32.6,881.3,6.2,39.1,0
2010,1,10,21,0,0.0,0.0,0.0,24.1,24.1,39.7,882.0,3.8,41.1,0
2010,1,10,22,0,0.0,0.0,0.0,22.2,22.2,49.0,882.6,1.5,31.0,0
2010,1,10,23,0,0.0,0.0,0.0,19.9,19.9,60.0,883.0,1.0,7.8,0
2010,1,11,0,0,0.0,0.0,0.0,18.6,18.6,73.4,883.4,0.6,28.2,0
2010,1,11,1,0,0.0,0.0,0.0,17.5,17.5,67.4,883.5,1.9,31.8,0
2010,1,11,2,0,0.0,0.0,0.0,16.9,16.9,64.2,883.6,3.5,33.3,0
2010,1,11,3,0,0.0,0.0,0.0,15.9,15.9,62.8,883.9,3.3,33.9,0
2010,1,11,4,0,0.0,0.0,0.0,15.4,15.4,64.1,884.1,2.8,32.8,0
2010,1,11,5,0,0.0,0.0,0.0,14.0,14.0,68.1,884.3,2.1,28.9,0
2010,1,11,6,0,0.0,0.0,0.0,12.3,12.3,82.3,885.2,0.9,250.5,0
2010,1,11,7,0,163.0,677.1,31.6,13.8,13.8,62.5,885.3,0.3,241.0,0
2010,1,11,8,0,411.1,890.3,42.2,17.3,17.3,45.8,885.2,1.6,253.4,0
2010,1,11,9,0,651.6,980.5,47.8,20.4,20.4,35.0,884.9,1.7,277.1,0
2010,1,11,10,0,858.0,1027.6,51.3,23.1,23.1,29.1,884.3,2.8,299.6,0
2010,1,11,11,0,1012.4,1053.4,53.6,25.7,25.7,28.7,883.7,4.3,316.4,0
2010,1,11,12,0,1102.6,1065.9,54.9,27.8,27.8,21.0,882.9,4.0,314.2,0
2010,1,11,13,0,1122.1,1068.9,55.0,29.7,29.7,19.3,882.1,2.5,309.7,0
2010,1,11,14,0,1068.6,1062.0,54.2,31.6,31.6,18.3,881.3,1.3,304.5,0
2010,1,11,15,0,946.5,1043.9,52.4,33.0,33.0,16.9,880.8,2.4,318.3,0
2010,1,11,16,0,765.2,1009.4,49.6,33.8,33.8,16.4,880.3,1.7,328.6,0
2010,1,11,17,0,340.0,158.3,257.2,34.2,34.2,16.8,879.9,2.4,336.4,0
2010,1,11,18,0,291.3,816.8,38.0,32.4,32.4,18.7,880.6,6.3,277.7,0
2010,1,11,19,0,56.9,424.6,20.4,29.4,29.4,22.7,881.6,3.9,274.0,0
2010,1,11,20,0,0.0,0.0,0.0,26.0,26.0,29.9,882.6,3.6,262.3,0
2010,1,11,21,0,0.0,0.0,0.0,23.4,23.4,38.0,883.3,2.0,274.2,0
2010,1,11,22,0,0.0,0.0,0.0,21.0,21.0,48.4,883.9,1.6,290.0,0
2010,1,11,23,0,0.0,0.0,0.0,19.8,19.8,60.5,884.4,0.7,291.8,0
2010,1,12,0,0,0.0,0.0,0.0,16.9,16.9,78.4,884.9,1.1,33.4,0
2010,1,12,1,0,0.0,0.0,0.0,15.7,15.7,73.4,885.1,1.0,36.3,0
2010,1,12,2,0,0.0,0.0,0.0,15.9,15.9,71.3,885.3,3.1,37.3,0
2010,1,12,3,0,0.0,0.0,0.0,15.8,15.8,70.0,885.2,4.3,34.1,0
2010,1,12,4,0,0.0,0.0,0.0,14.7,14.7,71.7,885.0,2.4,27.1,0
2010,1,12,5,0,0.0,0.0,0.0,13.0,13.0,75.9,884.7,2.3,9.4,0
2010,1,12,6,0,0.0,0.0,0.0,11.9,11.9,84.5,884.6,1.0,227.8,0
2010,1,12,7,0,162.3,686.2,30.8,12.8,12.8,64.5,884.4,1.8,232.1,0
2010,1,12,8,0,412.2,900.5,41.0,16.3,16.3,47.6,884.1,1.9,245.6,0
2010,1,12,9,0,654.6,990.7,46.1,19.3,19.3,37.3,883.8,1.2,266.4,0
2010,1,12,10,0,862.9,1038.0,49.2,22.3,22.3,31.9,883.4,2.2,289.0,0
2010,1,12,11,0,1019.2,1064.4,51.1,24.7,24.7,32.0,882.8,4.1,307.7,0
2010,1,12,12,0,1110.9,1077.6,52.1,26.8,26.8,19.3,881.9,3.7,326.7,0
2010,1,12,13,0,1130.2,1079.7,52.3,29.0,29.0,17.5,881.3,2.7,326.4,0
2010,1,12,14,0,1076.2,1072.2,51.7,31.2,31.2,16.2,880.6,2.7,326.3,0
2010,1,12,15,0,953.2,1053.6,50.2,32.2,32.2,15.1,880.3,1.2,331.7,0
