Latitude: 43.688000
Longitude: 5.756000
Elevation: 287.000000
Month, Chosen year
1,2007
2,2007
3,2011
4,2008
5,2007
6,2012
7,2007
8,2014
9,2014
10,2008
11,2009
12,2014
Date&Time (UTC),Dry bulb temperature (deg. C),Relative Humidity (%), Global horizontal irradiance (W/m2) ,Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2), Infrared radiation downwards (W/m2),  Windspeed (m/s), Wind direction (deg.),  Air pressure (Pa)
01/01/2007 00:00:00,4.24,81.93,0.00,-0.00,0.00,306.55,2.02,54,100088
01/01/2007 01:00:00,4.62,83.03,0.00,-0.00,0.00,310.44,1.88,51,100043
01/01/2007 02:00:00,5.01,84.13,0.00,-0.00,0.00,314.33,1.74,49,99997
01/01/2007 03:00:00,5.40,85.23,0.00,-0.00,0.00,318.22,1.59,51,99933
01/01/2007 04:00:00,5.78,86.32,0.00,-0.00,0.00,322.11,1.45,54,99869
01/01/2007 05:00:00,6.17,87.42,0.00,-0.00,0.00,326.01,1.30,57,99804
01/01/2007 06:00:00,6.56,88.52,0.00,-0.00,0.00,329.90,1.16,60,99782
01/01/2007 07:00:00,6.94,89.61,0.00,-0.00,0.00,333.79,1.02,63,99759
01/01/2007 08:00:00,7.94,90.91,39.00,0.00,39.00,334.00,1.24,66,99736
01/01/2007 09:00:00,9.44,89.84,40.00,0.00,40.00,334.45,2.08,72,99666
01/01/2007 10:00:00,10.94,88.76,169.00,43.47,154.00,334.90,2.91,77,99595
01/01/2007 11:00:00,12.43,87.69,149.00,7.69,146.00,335.35,3.75,82,99524
01/01/2007 12:00:00,12.69,85.84,212.00,69.25,185.00,334.47,4.03,87,99456
01/01/2007 13:00:00,12.94,83.98,272.00,350.90,151.00,333.58,4.30,92,99389
01/01/2007 14:00:00,13.20,82.13,237.00,670.81,64.00,332.70,4.58,97,99321
01/01/2007 15:00:00,11.99,84.37,103.00,481.52,38.00,325.45,4.34,100,99311
01/01/2007 16:00:00,10.78,86.61,0.00,-0.00,0.00,318.20,4.09,103,99302
01/01/2007 17:00:00,9.57,88.85,0.00,-0.00,0.00,310.95,3.85,106,99292
01/01/2007 18:00:00,9.14,87.24,0.00,-0.00,0.00,308.03,4.42,108,99305
01/01/2007 19:00:00,8.71,85.64,0.00,-0.00,0.00,305.12,5.00,110,99318
01/01/2007 20:00:00,8.28,84.03,0.00,-0.00,0.00,302.20,5.57,112,99331
01/01/2007 21:00:00,8.04,84.71,0.00,-0.00,0.00,304.12,6.62,113,99305
01/01/2007 22:00:00,7.79,85.40,0.00,-0.00,0.00,306.03,7.66,114,99279
01/01/2007 23:00:00,7.54,86.08,0.00,-0.00,0.00,307.95,8.70,114,99253
02/01/2007 00:00:00,6.63,83.16,0.00,-0.00,0.00,305.22,8.97,119,99266
02/01/2007 01:00:00,5.72,80.23,0.00,-0.00,0.00,302.48,9.24,123,99279
02/01/2007 02:00:00,4.81,77.31,0.00,-0.00,0.00,299.75,9.50,127,99292
02/01/2007 03:00:00,4.39,75.55,0.00,-0.00,0.00,291.67,9.63,131,99324
02/01/2007 04:00:00,3.96,73.79,0.00,-0.00,0.00,283.58,9.76,135,99356
02/01/2007 05:00:00,3.53,72.03,0.00,-0.00,0.00,275.50,9.89,139,99389
02/01/2007 06:00:00,4.12,70.73,0.00,-0.00,0.00,272.50,9.64,140,99443
02/01/2007 07:00:00,4.71,69.42,0.00,-0.00,0.00,269.50,9.39,142,99498
02/01/2007 08:00:00,5.30,68.12,107.00,508.94,38.00,266.50,9.14,143,99553
02/01/2007 09:00:00,6.60,65.75,219.00,498.63,90.00,268.45,9.38,142,99501
02/01/2007 10:00:00,7.90,63.39,272.00,344.06,153.00,270.40,9.61,141,99450
02/01/2007 11:00:00,9.19,61.02,255.00,155.96,194.00,272.35,9.85,140,99398
02/01/2007 12:00:00,8.84,61.19,362.00,597.84,128.00,276.50,9.03,138,99411
02/01/2007 13:00:00,8.49,61.35,308.00,539.42,121.00,280.65,8.21,135,99424
02/01/2007 14:00:00,8.14,61.52,219.00,496.20,90.00,284.80,7.39,133,99437
02/01/2007 15:00:00,7.14,65.04,109.00,546.54,34.00,285.02,7.17,133,99476
02/01/2007 16:00:00,6.14,68.57,0.00,-0.00,0.00,285.23,6.94,133,99514
02/01/2007 17:00:00,5.13,72.09,0.00,-0.00,0.00,285.45,6.72,134,99553
02/01/2007 18:00:00,5.00,73.60,0.00,-0.00,0.00,287.07,6.91,135,99566
02/01/2007 19:00:00,4.87,75.10,0.00,-0.00,0.00,288.68,7.11,136,99579
02/01/2007 20:00:00,4.74,76.61,0.00,-0.00,0.00,290.30,7.31,137,99591
02/01/2007 21:00:00,4.63,76.50,0.00,-0.00,0.00,290.63,7.33,140,99595
02/01/2007 22:00:00,4.51,76.38,0.00,-0.00,0.00,290.97,7.36,142,99598
02/01/2007 23:00:00,4.39,76.27,0.00,-0.00,0.00,291.30,7.38,145,99601
03/01/2007 00:00:00,3.86,75.10,0.00,-0.00,0.00,287.13,7.48,147,99591
03/01/2007 01:00:00,3.32,73.93,0.00,-0.00,0.00,282.97,7.58,148,99582
03/01/2007 02:00:00,2.78,72.76,0.00,-0.00,0.00,278.80,7.68,150,99572
03/01/2007 03:00:00,2.81,71.27,0.00,-0.00,0.00,275.23,7.41,153,99575
03/01/2007 04:00:00,2.83,69.77,0.00,-0.00,0.00,271.67,7.13,156,99579
03/01/2007 05:00:00,2.85,68.28,0.00,-0.00,0.00,268.10,6.86,159,99582
03/01/2007 06:00:00,3.68,67.29,0.00,-0.00,0.00,267.28,6.33,160,99640
03/01/2007 07:00:00,4.51,66.31,0.00,-0.00,0.00,266.47,5.81,161,99698
03/01/2007 08:00:00,5.34,65.32,107.00,515.19,37.00,265.65,5.28,163,99756
03/01/2007 09:00:00,6.60,62.75,242.00,705.68,59.00,267.30,4.59,161,99759
03/01/2007 10:00:00,7.87,60.18,345.00,792.87,70.00,268.95,3.89,159,99762
03/01/2007 11:00:00,9.13,57.61,398.00,825.57,74.00,270.60,3.20,157,99765
03/01/2007 12:00:00,9.23,58.65,399.00,824.30,75.00,270.65,3.00,153,99704
03/01/2007 13:00:00,9.33,59.70,345.00,791.69,69.00,270.70,2.80,149,99643
03/01/2007 14:00:00,9.43,60.74,244.00,701.88,60.00,270.75,2.61,146,99582
03/01/2007 15:00:00,7.87,64.79,106.00,458.58,42.00,270.43,2.50,143,99585
03/01/2007 16:00:00,6.32,68.85,0.00,-0.00,0.00,270.12,2.40,139,99588
03/01/2007 17:00:00,4.76,72.90,0.00,-0.00,0.00,269.80,2.29,136,99591
03/01/2007 18:00:00,4.09,73.94,0.00,-0.00,0.00,270.70,2.08,126,99582
03/01/2007 19:00:00,3.42,74.97,0.00,-0.00,0.00,271.60,1.87,115,99572
03/01/2007 20:00:00,2.75,76.01,0.00,-0.00,0.00,272.50,1.66,105,99563
03/01/2007 21:00:00,2.43,73.88,0.00,-0.00,0.00,274.75,1.60,101,99521
03/01/2007 22:00:00,2.11,71.76,0.00,-0.00,0.00,277.00,1.55,97,99479
03/01/2007 23:00:00,1.79,69.63,0.00,-0.00,0.00,279.25,1.50,93,99437
04/01/2007 00:00:00,2.60,64.34,0.00,-0.00,0.00,282.67,1.49,91,99366
04/01/2007 01:00:00,3.41,59.05,0.00,-0.00,0.00,286.08,1.49,89,99295
04/01/2007 02:00:00,4.22,53.76,0.00,-0.00,0.00,289.50,1.48,87,99224
04/01/2007 03:00:00,3.90,54.37,0.00,-0.00,0.00,295.32,1.69,86,99176
04/01/2007 04:00:00,3.58,54.98,0.00,-0.00,0.00,301.13,1.91,84,99128
04/01/2007 05:00:00,3.26,55.59,0.00,-0.00,0.00,306.95,2.12,83,99079
04/01/2007 06:00:00,4.23,57.57,0.00,-0.00,0.00,311.48,2.43,85,99063
04/01/2007 07:00:00,5.21,59.55,0.00,-0.00,0.00,316.02,2.73,88,99047
04/01/2007 08:00:00,6.18,61.53,79.00,168.77,56.00,320.55,3.03,90,99031
04/01/2007 09:00:00,8.02,60.82,165.00,165.35,122.00,319.37,3.70,93,98960
04/01/2007 10:00:00,9.86,60.10,169.00,40.24,155.00,318.18,4.36,95,98889
04/01/2007 11:00:00,11.70,59.39,354.00,540.75,141.00,317.00,5.02,98,98818
04/01/2007 12:00:00,11.66,61.62,401.00,825.66,75.00,310.48,5.18,101,98767
04/01/2007 13:00:00,11.62,63.84,351.00,821.26,63.00,303.97,5.33,104,98715
04/01/2007 14:00:00,11.58,66.07,232.00,574.80,80.00,297.45,5.49,106,98664
04/01/2007 15:00:00,10.33,71.98,111.00,500.04,40.00,295.77,5.60,111,98660
04/01/2007 16:00:00,9.08,77.89,0.00,-0.00,0.00,294.08,5.72,115,98657
04/01/2007 17:00:00,7.83,83.80,0.00,-0.00,0.00,292.40,5.83,119,98654
04/01/2007 18:00:00,7.47,84.23,0.00,-0.00,0.00,292.72,6.05,122,98651
04/01/2007 19:00:00,7.11,84.65,0.00,-0.00,0.00,293.03,6.27,124,98648
04/01/2007 20:00:00,6.74,85.08,0.00,-0.00,0.00,293.35,6.48,127,98644
04/01/2007 21:00:00,6.48,83.83,0.00,-0.00,0.00,289.83,6.65,129,98648
04/01/2007 22:00:00,6.22,82.59,0.00,-0.00,0.00,286.32,6.82,131,98651
04/01/2007 23:00:00,5.96,81.34,0.00,-0.00,0.00,282.80,6.99,134,98654
05/01/2007 00:00:00,5.49,79.20,0.00,-0.00,0.00,281.37,7.02,135,98670
05/01/2007 01:00:00,5.01,77.06,0.00,-0.00,0.00,279.93,7.04,137,98686
05/01/2007 02:00:00,4.53,74.92,0.00,-0.00,0.00,278.50,7.06,138,98702
05/01/2007 03:00:00,4.32,74.62,0.00,-0.00,0.00,277.52,6.89,141,98712
05/01/2007 04:00:00,4.10,74.33,0.00,-0.00,0.00,276.53,6.72,144,98722
05/01/2007 05:00:00,3.89,74.03,0.00,-0.00,0.00,275.55,6.55,147,98731
05/01/2007 06:00:00,4.63,72.49,0.00,-0.00,0.00,275.10,6.42,149,98767
05/01/2007 07:00:00,5.36,70.96,0.00,-0.00,0.00,274.65,6.29,151,98802
05/01/2007 08:00:00,6.10,69.42,96.00,336.24,50.00,274.20,6.15,153,98838
05/01/2007 09:00:00,7.51,65.78,223.00,521.25,87.00,277.03,5.70,153,98834
05/01/2007 10:00:00,8.93,62.13,334.00,698.87,90.00,279.87,5.24,153,98831
05/01/2007 11:00:00,10.34,58.49,366.00,599.31,129.00,282.70,4.79,154,98828
05/01/2007 12:00:00,10.64,57.81,415.00,915.00,52.00,281.98,4.75,151,98809
05/01/2007 13:00:00,10.93,57.13,347.00,765.20,77.00,281.27,4.72,148,98789
05/01/2007 14:00:00,11.22,56.45,244.00,655.86,69.00,280.55,4.69,145,98770
05/01/2007 15:00:00,9.93,59.08,113.00,498.23,41.00,280.85,4.17,145,98838
05/01/2007 16:00:00,8.64,61.70,0.00,-0.00,0.00,281.15,3.65,146,98905
05/01/2007 17:00:00,7.34,64.33,0.00,-0.00,0.00,281.45,3.13,146,98973
05/01/2007 18:00:00,6.66,66.18,0.00,-0.00,0.00,282.08,3.01,147,99015
05/01/2007 19:00:00,5.97,68.02,0.00,-0.00,0.00,282.72,2.88,148,99057
05/01/2007 20:00:00,5.28,69.87,0.00,-0.00,0.00,283.35,2.76,149,99099
05/01/2007 21:00:00,4.88,71.65,0.00,-0.00,0.00,283.57,2.76,148,99099
05/01/2007 22:00:00,4.48,73.43,0.00,-0.00,0.00,283.78,2.77,146,99099
05/01/2007 23:00:00,4.07,75.21,0.00,-0.00,0.00,284.00,2.77,145,99099
06/01/2007 00:00:00,3.78,76.60,0.00,-0.00,0.00,284.17,2.62,142,99099
06/01/2007 01:00:00,3.49,77.98,0.00,-0.00,0.00,284.33,2.46,138,99099
06/01/2007 02:00:00,3.19,79.37,0.00,-0.00,0.00,284.50,2.30,135,99099
06/01/2007 03:00:00,3.01,79.52,0.00,-0.00,0.00,284.32,2.41,134,99086
06/01/2007 04:00:00,2.82,79.68,0.00,-0.00,0.00,284.13,2.51,133,99073
06/01/2007 05:00:00,2.64,79.83,0.00,-0.00,0.00,283.95,2.62,132,99060
06/01/2007 06:00:00,3.63,79.01,0.00,-0.00,0.00,283.97,2.77,131,99092
06/01/2007 07:00:00,4.61,78.20,0.00,-0.00,0.00,283.98,2.92,129,99124
06/01/2007 08:00:00,5.60,77.38,98.00,363.78,48.00,284.00,3.08,128,99157
06/01/2007 09:00:00,7.79,72.11,236.00,622.41,73.00,284.57,2.69,123,99137
06/01/2007 10:00:00,9.98,66.84,338.00,713.35,88.00,285.13,2.31,119,99118
06/01/2007 11:00:00,12.17,61.57,397.00,783.12,86.00,285.70,1.93,114,99099
06/01/2007 12:00:00,12.24,64.64,401.00,797.55,83.00,285.18,1.43,108,99112
06/01/2007 13:00:00,12.30,67.71,349.00,765.93,77.00,284.67,0.94,102,99124
06/01/2007 14:00:00,12.36,70.78,251.00,705.50,61.00,284.15,0.44,95,99137
06/01/2007 15:00:00,10.74,71.91,108.00,401.02,49.00,284.73,0.97,96,99160
06/01/2007 16:00:00,9.12,73.03,0.00,-0.00,0.00,285.32,1.49,96,99182
06/01/2007 17:00:00,7.49,74.16,0.00,-0.00,0.00,285.90,2.01,96,99205
06/01/2007 18:00:00,6.33,77.53,0.00,-0.00,0.00,286.17,2.01,98,99215
06/01/2007 19:00:00,5.17,80.91,0.00,-0.00,0.00,286.43,2.00,99,99224
06/01/2007 20:00:00,4.01,84.28,0.00,-0.00,0.00,286.70,2.00,101,99234
06/01/2007 21:00:00,3.84,84.07,0.00,-0.00,0.00,286.98,1.96,101,99211
06/01/2007 22:00:00,3.67,83.87,0.00,-0.00,0.00,287.27,1.92,101,99189
06/01/2007 23:00:00,3.50,83.66,0.00,-0.00,0.00,287.55,1.88,100,99166
07/01/2007 00:00:00,3.28,83.16,0.00,-0.00,0.00,294.38,1.72,100,99163
07/01/2007 01:00:00,3.06,82.65,0.00,-0.00,0.00,301.22,1.57,99,99160
07/01/2007 02:00:00,2.84,82.15,0.00,-0.00,0.00,308.05,1.42,99,99157
07/01/2007 03:00:00,2.88,82.77,0.00,-0.00,0.00,304.73,1.56,100,99131
07/01/2007 04:00:00,2.91,83.40,0.00,-0.00,0.00,301.42,1.71,100,99105
07/01/2007 05:00:00,2.95,84.02,0.00,-0.00,0.00,298.10,1.85,101,99079
07/01/2007 06:00:00,4.32,83.54,0.00,-0.00,0.00,299.13,1.98,100,99076
07/01/2007 07:00:00,5.70,83.05,0.00,-0.00,0.00,300.17,2.11,99,99073
07/01/2007 08:00:00,7.07,82.57,97.00,340.08,50.00,301.20,2.23,98,99070
07/01/2007 09:00:00,9.15,80.33,234.00,600.82,76.00,302.87,2.28,95,99025
07/01/2007 10:00:00,11.24,78.08,355.00,838.30,60.00,304.53,2.33,93,98979
07/01/2007 11:00:00,13.32,75.84,410.00,857.31,68.00,306.20,2.37,90,98934
07/01/2007 12:00:00,13.23,75.68,407.00,828.27,75.00,303.87,2.08,88,98909
07/01/2007 13:00:00,13.14,75.53,357.00,811.17,67.00,301.53,1.79,85,98883
07/01/2007 14:00:00,13.05,75.37,254.00,709.83,61.00,299.20,1.50,83,98857
07/01/2007 15:00:00,11.56,79.99,118.00,513.92,41.00,299.60,2.00,82,98854
07/01/2007 16:00:00,10.07,84.62,0.00,-0.00,0.00,300.00,2.51,81,98851
07/01/2007 17:00:00,8.57,89.24,0.00,-0.00,0.00,300.40,3.01,79,98847
07/01/2007 18:00:00,8.43,90.38,0.00,-0.00,0.00,299.90,2.73,78,98851
07/01/2007 19:00:00,8.29,91.53,0.00,-0.00,0.00,299.40,2.45,77,98854
07/01/2007 20:00:00,8.15,92.67,0.00,-0.00,0.00,298.90,2.17,76,98857
07/01/2007 21:00:00,7.83,92.77,0.00,-0.00,0.00,298.98,1.91,74,98831
07/01/2007 22:00:00,7.51,92.86,0.00,-0.00,0.00,299.07,1.66,73,98805
07/01/2007 23:00:00,7.19,92.96,0.00,-0.00,0.00,299.15,1.41,72,98780
08/01/2007 00:00:00,6.48,93.13,0.00,-0.00,0.00,299.30,1.16,67,98751
08/01/2007 01:00:00,5.76,93.31,0.00,-0.00,0.00,299.45,0.91,63,98722
08/01/2007 02:00:00,5.04,93.48,0.00,-0.00,0.00,299.60,0.66,59,98693
08/01/2007 03:00:00,4.92,93.75,0.00,-0.00,0.00,300.60,0.69,62,98664
08/01/2007 04:00:00,4.79,94.03,0.00,-0.00,0.00,301.60,0.71,65,98635
08/01/2007 05:00:00,4.67,94.30,0.00,-0.00,0.00,302.60,0.73,68,98606
08/01/2007 06:00:00,5.69,94.77,0.00,-0.00,0.00,303.48,0.95,73,98619
08/01/2007 07:00:00,6.71,95.25,0.00,-0.00,0.00,304.37,1.17,78,98632
08/01/2007 08:00:00,7.73,95.72,82.00,179.76,57.00,305.25,1.39,83,98644
08/01/2007 09:00:00,9.02,95.02,181.00,227.12,121.00,304.70,2.07,89,98615
08/01/2007 10:00:00,10.31,94.31,170.00,36.78,157.00,304.15,2.75,94,98586
08/01/2007 11:00:00,11.60,93.61,308.00,299.38,188.00,303.60,3.43,99,98557
08/01/2007 12:00:00,11.84,88.24,290.00,233.22,196.00,300.40,3.63,99,98535
08/01/2007 13:00:00,12.07,82.86,250.00,211.11,174.00,297.20,3.82,99,98512
08/01/2007 14:00:00,12.31,77.49,169.00,149.32,128.00,294.00,4.01,100,98490
08/01/2007 15:00:00,11.12,81.55,21.00,0.00,21.00,293.82,3.79,103,98519
08/01/2007 16:00:00,9.93,85.62,0.00,0.00,0.00,293.63,3.57,106,98548
08/01/2007 17:00:00,8.74,89.68,0.00,-0.00,0.00,293.45,3.35,109,98577
08/01/2007 18:00:00,8.33,90.48,0.00,-0.00,0.00,296.48,3.36,109,98603
08/01/2007 19:00:00,7.92,91.27,0.00,-0.00,0.00,299.52,3.36,109,98628
08/01/2007 20:00:00,7.50,92.07,0.00,-0.00,0.00,302.55,3.37,108,98654
08/01/2007 21:00:00,7.67,92.29,0.00,-0.00,0.00,303.60,3.44,108,98651
08/01/2007 22:00:00,7.84,92.52,0.00,-0.00,0.00,304.65,3.52,107,98648
08/01/2007 23:00:00,8.00,92.74,0.00,-0.00,0.00,305.70,3.60,107,98644
09/01/2007 00:00:00,7.29,91.61,0.00,-0.00,0.00,307.98,3.52,106,98651
09/01/2007 01:00:00,6.58,90.48,0.00,-0.00,0.00,310.27,3.43,106,98657
09/01/2007 02:00:00,5.86,89.35,0.00,-0.00,0.00,312.55,3.35,105,98664
09/01/2007 03:00:00,6.04,88.45,0.00,-0.00,0.00,316.65,3.39,109,98667
09/01/2007 04:00:00,6.21,87.55,0.00,-0.00,0.00,320.75,3.43,112,98670
09/01/2007 05:00:00,6.39,86.65,0.00,-0.00,0.00,324.85,3.48,116,98673
09/01/2007 06:00:00,7.42,85.28,0.00,-0.00,0.00,323.52,3.64,120,98712
09/01/2007 07:00:00,8.45,83.91,0.00,-0.00,0.00,322.18,3.80,124,98751
09/01/2007 08:00:00,9.48,82.54,98.00,335.57,51.00,320.85,3.96,128,98789
09/01/2007 09:00:00,11.31,79.79,216.00,433.14,101.00,318.30,3.31,125,98786
09/01/2007 10:00:00,13.14,77.04,341.00,703.95,91.00,315.75,2.67,122,98783
09/01/2007 11:00:00,14.97,74.29,412.00,843.98,72.00,313.20,2.03,119,98780
09/01/2007 12:00:00,15.14,74.22,411.00,816.49,80.00,311.98,1.49,114,98796
09/01/2007 13:00:00,15.31,74.14,363.00,813.59,68.00,310.77,0.95,109,98812
09/01/2007 14:00:00,15.48,74.07,255.00,663.41,71.00,309.55,0.41,103,98828
09/01/2007 15:00:00,14.43,77.59,119.00,456.59,48.00,309.55,0.37,83,98870
09/01/2007 16:00:00,13.38,81.11,0.00,0.00,0.00,309.55,0.33,63,98912
09/01/2007 17:00:00,12.32,84.63,0.00,-0.00,0.00,309.55,0.29,42,98954
09/01/2007 18:00:00,10.71,88.38,0.00,-0.00,0.00,309.57,0.54,29,98996
09/01/2007 19:00:00,9.10,92.12,0.00,-0.00,0.00,309.58,0.80,16,99037
09/01/2007 20:00:00,7.49,95.87,0.00,-0.00,0.00,309.60,1.05,2,99079
09/01/2007 21:00:00,7.33,95.66,0.00,-0.00,0.00,309.03,1.02,357,99089
09/01/2007 22:00:00,7.17,95.46,0.00,-0.00,0.00,308.47,0.98,352,99099
09/01/2007 23:00:00,7.00,95.25,0.00,-0.00,0.00,307.90,0.95,347,99108
10/01/2007 00:00:00,6.64,93.95,0.00,-0.00,0.00,305.23,1.41,332,99128
10/01/2007 01:00:00,6.28,92.66,0.00,-0.00,0.00,302.57,1.87,317,99147
10/01/2007 02:00:00,5.91,91.36,0.00,-0.00,0.00,299.90,2.33,302,99166
10/01/2007 03:00:00,6.05,91.35,0.00,-0.00,0.00,299.82,2.28,305,99182
10/01/2007 04:00:00,6.18,91.34,0.00,-0.00,0.00,299.73,2.23,308,99198
10/01/2007 05:00:00,6.32,91.33,0.00,-0.00,0.00,299.65,2.18,311,99215
10/01/2007 06:00:00,7.35,90.35,0.00,-0.00,0.00,299.77,2.41,312,99250
10/01/2007 07:00:00,8.38,89.37,0.00,-0.00,0.00,299.88,2.64,313,99285
10/01/2007 08:00:00,9.41,88.39,83.00,177.10,58.00,300.00,2.87,315,99321
10/01/2007 09:00:00,10.73,85.34,134.00,56.19,119.00,299.63,2.86,321,99314
10/01/2007 10:00:00,12.05,82.28,221.00,131.68,174.00,299.27,2.84,327,99308
10/01/2007 11:00:00,13.36,79.23,268.00,162.97,202.00,298.90,2.83,332,99302
10/01/2007 12:00:00,13.16,79.45,413.00,816.51,80.00,298.37,2.54,331,99314
10/01/2007 13:00:00,12.95,79.66,366.00,815.81,68.00,297.83,2.26,330,99327
10/01/2007 14:00:00,12.75,79.88,263.00,717.28,62.00,297.30,1.97,329,99340
10/01/2007 15:00:00,11.17,83.91,136.00,675.23,29.00,297.58,1.49,337,99372
10/01/2007 16:00:00,9.60,87.93,0.00,0.00,0.00,297.87,1.02,344,99405
10/01/2007 17:00:00,8.02,91.96,0.00,-0.00,0.00,298.15,0.54,352,99437
10/01/2007 18:00:00,8.24,93.34,0.00,-0.00,0.00,297.77,0.77,10,99463
10/01/2007 19:00:00,8.46,94.71,0.00,-0.00,0.00,297.38,1.01,28,99488
10/01/2007 20:00:00,8.67,96.09,0.00,-0.00,0.00,297.00,1.24,46,99514
10/01/2007 21:00:00,7.65,95.93,0.00,-0.00,0.00,303.20,1.43,62,99508
10/01/2007 22:00:00,6.63,95.77,0.00,-0.00,0.00,309.40,1.62,79,99501
10/01/2007 23:00:00,5.61,95.61,0.00,-0.00,0.00,315.60,1.81,95,99495
11/01/2007 00:00:00,5.58,95.41,0.00,-0.00,0.00,322.27,2.01,102,99482
11/01/2007 01:00:00,5.55,95.20,0.00,-0.00,0.00,328.93,2.21,108,99469
11/01/2007 02:00:00,5.51,95.00,0.00,-0.00,0.00,335.60,2.41,114,99456
11/01/2007 03:00:00,5.37,94.33,0.00,-0.00,0.00,339.67,2.59,118,99437
11/01/2007 04:00:00,5.22,93.67,0.00,-0.00,0.00,343.73,2.77,122,99418
11/01/2007 05:00:00,5.07,93.00,0.00,-0.00,0.00,347.80,2.95,125,99398
11/01/2007 06:00:00,6.07,91.26,0.00,-0.00,0.00,344.83,3.47,123,99411
11/01/2007 07:00:00,7.08,89.52,0.00,-0.00,0.00,341.87,3.99,121,99424
11/01/2007 08:00:00,8.08,87.78,104.00,379.28,50.00,338.90,4.51,119,99437
11/01/2007 09:00:00,9.88,83.10,235.00,558.65,85.00,331.77,4.72,120,99411
11/01/2007 10:00:00,11.69,78.43,347.00,716.19,90.00,324.63,4.93,120,99385
11/01/2007 11:00:00,13.49,73.75,417.00,847.18,72.00,317.50,5.14,120,99360
11/01/2007 12:00:00,13.42,71.72,317.85,492.59,115.70,307.63,5.14,119,99305
11/01/2007 13:00:00,13.34,69.69,366.00,787.89,76.00,297.77,5.14,118,99250
11/01/2007 14:00:00,13.27,67.66,258.00,646.21,75.00,287.90,5.13,118,99195
11/01/2007 15:00:00,11.83,70.59,115.00,340.53,60.00,287.67,5.20,118,99211
11/01/2007 16:00:00,10.39,73.53,0.00,0.00,0.00,287.43,5.26,118,99227
11/01/2007 17:00:00,8.95,76.46,0.00,-0.00,0.00,287.20,5.32,118,99244
11/01/2007 18:00:00,8.61,75.07,0.00,-0.00,0.00,286.98,5.67,119,99244
11/01/2007 19:00:00,8.26,73.69,0.00,-0.00,0.00,286.77,6.02,119,99244
11/01/2007 20:00:00,7.91,72.30,0.00,-0.00,0.00,286.55,6.37,120,99244
11/01/2007 21:00:00,7.96,70.47,0.00,-0.00,0.00,287.72,6.63,121,99218
11/01/2007 22:00:00,8.01,68.64,0.00,-0.00,0.00,288.88,6.89,122,99192
11/01/2007 23:00:00,8.05,66.81,0.00,-0.00,0.00,290.05,7.14,123,99166
12/01/2007 00:00:00,8.05,67.96,0.00,-0.00,0.00,289.20,7.37,124,99140
12/01/2007 01:00:00,8.04,69.11,0.00,-0.00,0.00,288.35,7.60,124,99115
12/01/2007 02:00:00,8.03,70.26,0.00,-0.00,0.00,287.50,7.83,125,99089
12/01/2007 03:00:00,8.10,70.89,0.00,-0.00,0.00,289.18,8.03,127,99083
12/01/2007 04:00:00,8.16,71.51,0.00,-0.00,0.00,290.87,8.22,130,99076
12/01/2007 05:00:00,8.23,72.14,0.00,-0.00,0.00,292.55,8.41,132,99070
12/01/2007 06:00:00,8.87,70.31,0.00,-0.00,0.00,291.87,8.15,133,99099
12/01/2007 07:00:00,9.52,68.48,0.00,-0.00,0.00,291.18,7.88,135,99128
12/01/2007 08:00:00,10.16,66.65,122.00,654.13,28.00,290.50,7.61,136,99157
12/01/2007 09:00:00,11.31,63.19,244.00,625.52,75.00,289.63,7.32,136,99166
12/01/2007 10:00:00,12.46,59.74,353.00,745.43,84.00,288.77,7.03,137,99176
12/01/2007 11:00:00,13.61,56.28,418.00,832.54,77.00,287.90,6.74,137,99186
12/01/2007 12:00:00,13.70,55.70,432.00,910.33,56.00,288.22,6.73,137,99131
12/01/2007 13:00:00,13.79,55.13,369.00,789.83,76.00,288.53,6.71,137,99076
12/01/2007 14:00:00,13.88,54.55,264.00,670.76,72.00,288.85,6.69,138,99021
12/01/2007 15:00:00,12.75,54.37,133.00,534.50,45.00,289.63,6.36,142,99066
12/01/2007 16:00:00,11.62,54.18,0.00,0.00,0.00,290.42,6.03,146,99112
12/01/2007 17:00:00,10.48,54.00,0.00,-0.00,0.00,291.20,5.70,150,99157
12/01/2007 18:00:00,9.91,54.96,0.00,-0.00,0.00,291.63,5.40,154,99202
12/01/2007 19:00:00,9.34,55.92,0.00,-0.00,0.00,292.07,5.10,158,99247
12/01/2007 20:00:00,8.76,56.88,0.00,-0.00,0.00,292.50,4.80,163,99292
12/01/2007 21:00:00,8.26,58.72,0.00,-0.00,0.00,292.28,4.54,165,99292
12/01/2007 22:00:00,7.76,60.57,0.00,-0.00,0.00,292.07,4.29,167,99292
12/01/2007 23:00:00,7.26,62.41,0.00,-0.00,0.00,291.85,4.03,169,99292
13/01/2007 00:00:00,7.21,61.85,0.00,-0.00,0.00,290.80,3.93,170,99231
13/01/2007 01:00:00,7.16,61.28,0.00,-0.00,0.00,289.75,3.83,172,99169
13/01/2007 02:00:00,7.10,60.72,0.00,-0.00,0.00,288.70,3.74,174,99108
13/01/2007 03:00:00,6.57,61.59,0.00,-0.00,0.00,288.55,3.26,173,99115
13/01/2007 04:00:00,6.03,62.45,0.00,-0.00,0.00,288.40,2.78,172,99121
13/01/2007 05:00:00,5.49,63.32,0.00,-0.00,0.00,288.25,2.30,171,99128
